accession,name,std_hccf_feed,std_hccf_large,std_hccf_small,std_hccf_mab,std_hccf_lmw1,std_hccf_lmw2,native_hccf_feed,native_hccf_large,native_hccf_small,native_hccf_mab,native_hccf_lmw1,std_pafvin_feed,std_pafvin_large,std_pafvin_small,std_pafvin_mab,native_pafvin_feed,native_pafvin_large,native_pafvin_small,native_pafvin_mab,pI_mean,mass_mean,cysteine_cont_percent_mean,cysteine_num_mean,net_charge_mean,net_charge_neg_mean,net_charge_pos_mean,charge_dens_C_m2_mean,charge_dens_neg_C_m2_mean,charge_dens_pos_C_m2_mean,desc_lower,desc_lower_2
XP_027278322.1,cytoskeleton-associated protein 5 isoform X1 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,8.743365324246966,225588.07480000032,1.4763779527559056,30.0,13.819972006684939,-281.8493507405083,295.66932274719323,0.010867840541822257,-0.22164254740764383,0.2325103879494661,cytoskeleton-associated protein 5 isoform x1,cytoskeleton associated protein 5 isoform x1
XP_027274761.1,coatomer subunit alpha [Cricetulus griseus],False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,False,True,True,False,8.451960013966373,138329.3171000009,2.369281045751634,29.0,11.272359736123866,-148.95421150375688,160.22657123988077,0.012281522389074918,-0.16228939870219636,0.17457092109127129,coatomer subunit alpha,coatomer subunit alpha
XP_027267059.1,vacuolar protein sorting-associated protein 13C [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,6.450458793879859,415842.7589000051,1.1602806260118728,43.0,-24.849263064497872,-467.80907011560356,442.95980705110566,-0.012997932310495354,-0.24469742268879063,0.23169949037829526,vacuolar protein sorting-associated protein 13c,vacuolar protein sorting associated protein 13c
XP_027267502.1,septin-7 isoform X2 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,True,False,9.391965315255382,50662.448100000045,1.3729977116704806,6.0,8.463153495073088,-66.96417060721726,75.42732410229034,0.018013092921060014,-0.1425274666507869,0.16054055957184687,septin-7 isoform x2,septin 7 isoform x2
XP_027246782.1,ubiquitin-like modifier-activating enzyme 6 isoform X6 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,6.230754149796152,114146.39820000078,2.4606299212598426,25.0,-12.55103895086471,-131.94772709813932,119.39668814727463,-0.015543603956117848,-0.1634082422142508,0.14786463825813298,ubiquitin-like modifier-activating enzyme 6 isoform x6,ubiquitin like modifier activating enzyme 6 isoform x6
XP_027244245.1,septin-11 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.997856780501932,53136.2505000001,1.5151515151515151,7.0,-0.012532725057811556,-71.96293784098958,71.95040511593177,-2.5840352158648027e-05,-0.1483753651025023,0.1483495247503437,septin-11 isoform x2,septin 11 isoform x2
NP_001230908.1,tubulin alpha-1B chain [Cricetulus griseus],True,True,True,False,True,True,False,True,True,False,False,False,True,True,False,True,True,True,False,4.434755102615731,50151.06600000007,2.6607538802660753,12.0,-20.75872681648932,-64.978712105858,44.219985289368665,-0.04448300529478063,-0.13924015765537856,0.0947571523605979,tubulin alpha-1b chain,tubulin alpha 1b chain
XP_027273989.1,"glycogen phosphorylase, liver form isoform X3 [Cricetulus griseus]",False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,7.034659210699602,97237.67930000066,0.9433962264150944,8.0,0.33888638092747947,-115.96391889470004,116.30280527562752,0.00046702978480794334,-0.15981345706090003,0.16028048684570795,"glycogen phosphorylase, liver form isoform x3",glycogen phosphorylase liver form isoform x3
XP_027245602.1,cullin-1 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,8.815961139850119,89734.51720000053,1.5463917525773196,12.0,7.762812604458157,-103.96818291886007,111.73099552331821,0.011286508203149654,-0.15116141650854442,0.16244792471169406,cullin-1,cullin 1
XP_027269893.1,"N-alpha-acetyltransferase 25, NatB auxiliary subunit isoform X2 [Cricetulus griseus]",False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,7.106443166597014,108207.78070000079,2.0169851380042463,19.0,1.1404884167565985,-128.946871868046,130.0873602848026,0.001463632591917214,-0.16548247357791773,0.16694610616983496,"n-alpha-acetyltransferase 25, natb auxiliary subunit isoform x2",n alpha acetyltransferase 25 natb auxiliary subunit isoform x2
XP_027282623.1,myb-binding protein 1A isoform X4 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,9.831398120438188,151972.11550000048,1.2658227848101267,17.0,31.73357727107372,-161.9166056686572,193.65018293973094,0.03247306478694771,-0.16568974815057358,0.1981628129375213,myb-binding protein 1a isoform x4,myb binding protein 1a isoform x4
XP_027268564.1,poly [ADP-ribose] polymerase 14 isoform X1 [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,6.607048467232242,200117.26860000033,1.9026301063234472,34.0,-8.165868959860155,-235.89777004029455,227.7319010804344,-0.0069554657258157045,-0.20093132309335054,0.19397585736753487,poly [adp-ribose] polymerase 14 isoform x1,poly [adp ribose] polymerase 14 isoform x1
XP_027260548.1,LOW QUALITY PROTEIN: cytoplasmic FMR1-interacting protein 1 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,7.003609434876312,160563.39510000046,2.158273381294964,30.0,0.0652645202822647,-163.94917238491038,164.01443690519267,6.438128509132803e-05,-0.16173042201412668,0.16179480329921805,low quality protein: cytoplasmic fmr1-interacting protein 1,low quality protein: cytoplasmic fmr1 interacting protein 1
XP_027281651.1,26S proteasome non-ATPase regulatory subunit 12 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,7.5648845063109995,52943.77170000007,1.5350877192982455,7.0,1.4111784601089994,-69.96935269292075,71.38053115302975,0.0029166582185470827,-0.14461437255955842,0.1475310307781055,26s proteasome non-atpase regulatory subunit 12,26s proteasome non atpase regulatory subunit 12
XP_027269785.1,CAP-Gly domain-containing linker protein 1 isoform X12 [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,4.78947692266664,156396.0404000008,0.7896625987078248,11.0,-47.44710934201291,-258.8238605292924,211.37675118727952,-0.04763279976500416,-0.259836801313429,0.21220400154842484,cap-gly domain-containing linker protein 1 isoform x12,cap gly domain containing linker protein 1 isoform x12
XP_027261420.1,nuclear pore complex protein Nup93 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,5.241784027582911,93339.01610000059,1.098901098901099,9.0,-14.955395354786578,-114.95556407951575,100.00016872472916,-0.02118048686706673,-0.1628051119693838,0.14162462510231708,nuclear pore complex protein nup93,nuclear pore complex protein nup93
XP_027281903.1,xanthine dehydrogenase/oxidase isoform X1 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,7.94784410753768,146484.34340000036,2.7027027027027026,36.0,7.198492042381275,-145.93324843094874,153.13174047333,0.007549083735114779,-0.15304070708927356,0.16058979082438835,xanthine dehydrogenase/oxidase isoform x1,xanthine dehydrogenase/oxidase isoform x1
XP_027266860.1,unconventional myosin-VI isoform X5 [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,9.437104425056152,144826.92520000058,1.9952114924181963,25.0,23.727719421064258,-185.91909286312983,209.6468122841941,0.025072827391493725,-0.1964587173937201,0.22153154478521386,unconventional myosin-vi isoform x5,unconventional myosin vi isoform x5
XP_027245971.1,exportin-7 isoform X2 [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,6.556929151944023,123972.15980000093,2.297794117647059,25.0,-5.4011243642333495,-114.97083007913865,109.5697057149053,-0.006330649247715053,-0.1347571264549073,0.12842647720719225,exportin-7 isoform x2,exportin 7 isoform x2
XP_027250741.1,"N-alpha-acetyltransferase 15, NatA auxiliary subunit isoform X2 [Cricetulus griseus]",False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,8.116169068704462,101111.06160000066,2.6589595375722546,23.0,5.828651854244514,-135.94541899017153,141.77407084441606,0.007826168396008618,-0.1825347899117115,0.19036095830772015,"n-alpha-acetyltransferase 15, nata auxiliary subunit isoform x2",n alpha acetyltransferase 15 nata auxiliary subunit isoform x2
XP_027287939.1,E3 ubiquitin-protein ligase HUWE1 isoform X14 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,4.642638275444615,478801.13600000174,1.5887635275155423,69.0,-144.47699348153307,-599.6972714561141,455.22027797458094,-0.0687926596408606,-0.28554560341198126,0.21675294377112062,e3 ubiquitin-protein ligase huwe1 isoform x14,e3 ubiquitin protein ligase huwe1 isoform x14
XP_027261221.1,cullin-2 [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,6.986884791197396,86918.96530000042,1.476510067114094,11.0,-0.14308108068523762,-100.97155710501332,100.82847602432807,-0.00021249694925526048,-0.14995796609594933,0.14974546914669407,cullin-2,cullin 2
XP_027253244.1,26S proteasome non-ATPase regulatory subunit 1 isoform X3 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,4.807540473864242,105854.12140000069,1.888772298006296,18.0,-26.642829790132772,-133.94473717035666,107.3019073802239,-0.03469674134925648,-0.1744351458648434,0.13973840451558692,26s proteasome non-atpase regulatory subunit 1 isoform x3,26s proteasome non atpase regulatory subunit 1 isoform x3
XP_027250483.1,regulator of nonsense transcripts 1 isoform X7 [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,6.710204107731161,122611.84040000042,2.0664869721473496,23.0,-3.3999857990224545,-120.9659069103391,117.56592111131664,-0.00401453900485506,-0.1428306999661134,0.13881616096125834,regulator of nonsense transcripts 1 isoform x7,regulator of nonsense transcripts 1 isoform x7
XP_027252658.1,signal transducer and activator of transcription 1-alpha/beta [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,5.741658670790379,87158.3793000005,1.4686248331108143,11.0,-10.95302592763403,-105.94954004747457,94.99651411984054,-0.016237090250048943,-0.15706273819381206,0.14082564794376312,signal transducer and activator of transcription 1-alpha/beta,signal transducer and activator of transcription 1 alpha/beta
XP_027254739.1,V-type proton ATPase subunit H isoform X2 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,6.628932146653394,54122.50550000004,1.7204301075268817,8.0,-2.283411620524265,-60.97650129296284,58.69308967243857,-0.004650637233456326,-0.12419118162052697,0.11954054438707062,v-type proton atpase subunit h isoform x2,v type proton atpase subunit h isoform x2
XP_027281105.1,tubulin-specific chaperone D isoform X2 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,6.311441170332796,133563.6755000006,2.406639004149378,29.0,-12.019041573612908,-142.94409415579895,130.92505258218605,-0.013404721099942302,-0.15942416899939155,0.14601944789944926,tubulin-specific chaperone d isoform x2,tubulin specific chaperone d isoform x2
XP_027252598.1,tripeptidyl-peptidase 2 isoform X6 [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,6.6010475384561955,139714.8891000005,2.0602218700475436,26.0,-8.204718007727825,-152.95473723367593,144.7500192259481,-0.008880049468534691,-0.16554446256440117,0.15666441309586648,tripeptidyl-peptidase 2 isoform x6,tripeptidyl peptidase 2 isoform x6
XP_027273586.1,coiled-coil domain-containing protein 93 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,8.580583757695669,72682.12540000028,0.7974481658692184,5.0,6.05023137670407,-103.94341603475145,109.99364741145553,0.010123571565678302,-0.17392369737471436,0.18404726894039267,coiled-coil domain-containing protein 93,coiled coil domain containing protein 93
XP_027259579.1,protein argonaute-2 isoform X2 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,10.107171848006985,97296.01360000038,2.558139534883721,22.0,38.20580948403279,-80.98100709078692,119.18681657481972,0.05263155814809686,-0.11155781388093511,0.16418937202903197,protein argonaute-2 isoform x2,protein argonaute 2 isoform x2
XP_027243413.1,COP9 signalosome complex subunit 4 isoform X1 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,5.551423022141723,46310.352200000096,1.2315270935960592,5.0,-8.282524422574836,-54.9779568564466,46.695432433871765,-0.01871648061450357,-0.12423674368216439,0.1055202630676608,cop9 signalosome complex subunit 4 isoform x1,cop9 signalosome complex subunit 4 isoform x1
XP_027284500.1,coatomer subunit gamma-1 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,4.840977652680498,97562.73090000048,2.402745995423341,21.0,-24.158750206555112,-121.94091722897441,97.78216702241929,-0.033219927790633694,-0.1676770706446159,0.1344571428539822,coatomer subunit gamma-1,coatomer subunit gamma 1
XP_027289344.1,cullin-4B isoform X2 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,8.870141633134047,104384.09160000071,1.3157894736842104,12.0,8.30233382161171,-120.94832206031113,129.25065588192282,0.010913335344253587,-0.1589853680097774,0.16989870335403098,cullin-4b isoform x2,cullin 4b isoform x2
XP_027265076.1,serpin B6 isoform X1 [Cricetulus griseus],False,True,True,False,True,False,False,True,True,True,False,False,True,False,False,True,True,True,False,5.631883801084289,43083.23700000012,2.1164021164021163,8.0,-5.329441718687007,-54.97405962598363,49.64461790729662,-0.012637359866802507,-0.13035642596421348,0.117719066097411,serpin b6 isoform x1,serpin b6 isoform x1
XP_027275871.1,nck-associated protein 1 isoform X2 [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,6.662578551894525,128810.56990000076,2.039007092198582,23.0,-5.7704539722267505,-133.95396989080965,128.1835159185829,-0.006593092461613088,-0.1530505075234901,0.146457415061877,nck-associated protein 1 isoform x2,nck associated protein 1 isoform x2
XP_027255922.1,tRNA (cytosine(34)-C(5))-methyltransferase isoform X2 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,6.340589615657838,84972.9459000005,2.122015915119363,16.0,-7.165604533050619,-107.94774155576991,100.78213702271928,-0.01080386724069039,-0.1627571076971485,0.15195324045645808,trna (cytosine(34)-c(5))-methyltransferase isoform x2,trna (cytosine(34) c(5)) methyltransferase isoform x2
XP_027262494.1,triokinase/FMN cyclase [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,6.949199180291195,59331.86700000019,1.0380622837370241,6.0,-0.27738519083846014,-53.97126578365477,53.693880592816306,-0.0005313794817693396,-0.10339132797920557,0.10285994849743622,triokinase/fmn cyclase,triokinase/fmn cyclase
XP_027283803.1,116 kDa U5 small nuclear ribonucleoprotein component isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,4.305919272347505,109359.39490000064,1.7507723995880538,17.0,-49.59045004031356,-156.94264800016074,107.35219795984722,-0.06319375616628005,-0.199994059778647,0.13680030361236697,116 kda u5 small nuclear ribonucleoprotein component isoform x2,116 kda u5 small nuclear ribonucleoprotein component isoform x2
XP_027242360.1,kinectin isoform X5 [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,5.691034517540667,151782.77960000045,0.5299015897047691,7.0,-21.460395864019205,-242.83358942153598,221.3731935575168,-0.021978746190392185,-0.2486989458263549,0.22672019963596277,kinectin isoform x5,kinectin isoform x5
XP_027268591.1,uridine 5'-monophosphate synthase isoform X1 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,6.949164869216632,52190.9679000001,1.875,9.0,-0.2786791557259105,-56.97178882796448,56.69310967223857,-0.0005815063188934958,-0.11888027691138496,0.11829877059249147,uridine 5'-monophosphate synthase isoform x1,uridine 5' monophosphate synthase isoform x1
XP_027277330.1,angiopoietin-4 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,True,False,10.282749723728125,57007.252900000116,1.782178217821782,9.0,17.545337767611265,-38.98448630740711,56.529824075018375,0.03451875927069715,-0.07669821555794344,0.1112169748286406,angiopoietin-4,angiopoietin 4
XP_027244598.1,large proline-rich protein BAG6 isoform X7 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,True,False,5.809861292659268,119292.3490000007,0.7887817703768624,9.0,-16.318957744454803,-97.94466745595345,81.62570971149864,-0.019624452254456703,-0.11778389773214117,0.09815944547768445,large proline-rich protein bag6 isoform x7,large proline rich protein bag6 isoform x7
XP_027279976.1,importin subunit beta-1 isoform X2 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,4.122626348193342,97210.10400000057,2.5114155251141552,22.0,-45.731263974504,-124.94497190035084,79.21370792584682,-0.06303558478110464,-0.17222308514342183,0.10918750036231717,importin subunit beta-1 isoform x2,importin subunit beta 1 isoform x2
XP_027280373.1,intersectin-2 isoform X3 [Cricetulus griseus],False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.021229573019584,130620.17610000054,0.5194805194805194,6.0,9.545986454277628,-152.9137170561482,162.45970351042584,0.01080589699421825,-0.17309576997894568,0.18390166697316396,intersectin-2 isoform x3,intersectin 2 isoform x3
XP_027245698.1,asparagine synthetase [glutamine-hydrolyzing] [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,6.5974169325203835,64325.9356000002,1.7825311942959003,10.0,-4.194882470281985,-74.98151804164175,70.78663557135977,-0.007614520776811252,-0.13610591740048178,0.12849139662367057,asparagine synthetase [glutamine-hydrolyzing],asparagine synthetase [glutamine hydrolyzing]
XP_027264908.1,dedicator of cytokinesis protein 1 isoform X4 [Cricetulus griseus],False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,7.808068472036425,215132.93089999966,0.9115281501340482,17.0,9.872344385699824,-254.90824240992828,264.7805867956281,0.008013013733697406,-0.2068995131715747,0.21491252690527213,dedicator of cytokinesis protein 1 isoform x4,dedicator of cytokinesis protein 1 isoform x4
XP_027275550.1,basic leucine zipper and W2 domain-containing protein 2 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,6.671175718777703,48089.67460000003,0.9546539379474941,4.0,-1.3269559251320042,-64.96945804482135,63.64250211968934,-0.0029241666876249225,-0.14317093833302147,0.14024677164539653,basic leucine zipper and w2 domain-containing protein 2,basic leucine zipper and w2 domain containing protein 2
XP_027281298.1,eukaryotic initiation factor 4A-III isoform X2 [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,6.708865152947694,46810.45810000006,1.2165450121654502,5.0,-0.8564453270440714,-57.98016498373243,57.12371965668836,-0.001921547993763895,-0.1300861434869591,0.1281645954931952,eukaryotic initiation factor 4a-iii isoform x2,eukaryotic initiation factor 4a iii isoform x2
XP_027265253.1,methionine synthase isoform X1 [Cricetulus griseus],False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,4.831195186229943,139226.99960000036,1.8355945730247407,23.0,-32.329797177586435,-176.9378357151973,144.60803853761087,-0.03507256458241943,-0.1919487349737236,0.1568761703913042,methionine synthase isoform x1,methionine synthase isoform x1
XP_027248007.1,"serine hydroxymethyltransferase, mitochondrial [Cricetulus griseus]",False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.363909840575074,55907.298800000106,1.5873015873015872,8.0,7.449515037335885,-57.9843303782281,65.433845415564,0.01484781385941075,-0.1155700122630263,0.13041782612243705,"serine hydroxymethyltransferase, mitochondrial",serine hydroxymethyltransferase mitochondrial
XP_027269750.1,huntingtin-interacting protein 1-related protein isoform X3 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,6.0778649802861064,114990.19440000081,1.3513513513513513,14.0,-14.03900953158999,-150.9139585083786,136.87494897678863,-0.017301195608781902,-0.1859812054670887,0.16868000985830678,huntingtin-interacting protein 1-related protein isoform x3,huntingtin interacting protein 1 related protein isoform x3
NP_001233625.1,"GDP-mannose 4,6 dehydratase [Cricetulus griseus]",False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,7.3887611104074375,41973.18140000005,1.6129032258064515,6.0,1.7075971382241972,-47.98657042781802,49.69416756604222,0.00412019412974791,-0.11578491282144082,0.11990510695118872,"gdp-mannose 4,6 dehydratase",gdp mannose 46 dehydratase
XP_027253153.1,cullin-3 isoform X1 [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,8.783231534554105,86467.30790000035,1.3404825737265416,10.0,7.828526614383888,-105.95273948875767,113.78126610314155,0.011666992717311787,-0.15790325573183928,0.16957024844915103,cullin-3 isoform x1,cullin 3 isoform x1
XP_027245022.1,exportin-5 isoform X3 [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,5.674538318848336,131715.72640000057,3.1951640759930915,37.0,-17.57904011697092,-146.93027715814037,129.35123704116947,-0.019788684417323888,-0.1653990699540755,0.14561038553675162,exportin-5 isoform x3,exportin 5 isoform x3
XP_027285961.1,"N-acylneuraminate cytidylyltransferase, partial [Cricetulus griseus]",False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,6.643045108059882,42648.25180000002,2.9023746701846966,11.0,-1.8077095731211403,-55.97755125749238,54.169841684371235,-0.004315601695548908,-0.13363696177279755,0.12932136007724865,"n-acylneuraminate cytidylyltransferase, partial",n acylneuraminate cytidylyltransferase partial
XP_027249590.1,"mannosyl-oligosaccharide 1,2-alpha-mannosidase IB [Cricetulus griseus]",False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,8.601111857421317,72955.66020000022,0.62402496099844,4.0,8.90764796654147,-81.9724535045395,90.88010147108096,0.014867475683361702,-0.13681764970528207,0.15168512538864373,"mannosyl-oligosaccharide 1,2-alpha-mannosidase ib",mannosyl oligosaccharide 12 alpha mannosidase ib
XP_027251395.1,glycogen debranching enzyme isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,6.87544000152053,174742.78989999992,2.741514360313316,42.0,-3.048254825753025,-184.94284842724923,181.89459360149624,-0.002842051517465987,-0.17243214004829796,0.16959008853083202,glycogen debranching enzyme isoform x2,glycogen debranching enzyme isoform x2
XP_027276469.1,aldehyde dehydrogenase family 16 member A1 isoform X4 [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,6.929865072439342,80207.14350000041,1.7195767195767195,13.0,-0.4852123963337066,-68.96635470831012,68.48114231197641,-0.0007602738289401267,-0.10806260301327639,0.10730232918433628,aldehyde dehydrogenase family 16 member a1 isoform x4,aldehyde dehydrogenase family 16 member a1 isoform x4
XP_027248099.1,exportin-T [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,4.68403707193199,109867.7379000008,2.182952182952183,21.0,-27.169663080949142,-123.95233405052026,96.78267096957111,-0.03451577669983916,-0.15746647541284745,0.12295069871300829,exportin-t,exportin t
XP_027247454.1,eukaryotic translation initiation factor 2A isoform X1 [Cricetulus griseus],False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,9.666757008273285,64577.73790000019,1.5463917525773196,9.0,16.223860447855433,-54.98745774093229,71.21131818878773,0.029372833009091364,-0.09955321170383778,0.12892604471292915,eukaryotic translation initiation factor 2a isoform x1,eukaryotic translation initiation factor 2a isoform x1
XP_027257014.1,leucyl-cystinyl aminopeptidase isoform X2 [Cricetulus griseus],False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,5.5884665893321195,117347.67650000079,0.878048780487805,9.0,-21.29556859079752,-122.95827928174629,101.66271069094877,-0.02589125466774051,-0.14949326705306024,0.12360201238531972,leucyl-cystinyl aminopeptidase isoform x2,leucyl cystinyl aminopeptidase isoform x2
XP_027280333.1,ras-related protein Rab-10 [Cricetulus griseus],False,True,True,False,True,False,False,True,True,False,True,False,True,True,False,True,True,True,False,9.393487065956101,22570.69940000001,2.0,4.0,3.611617804144604,-27.989063862376437,31.600681666521044,0.01317807455718727,-0.10212652344913088,0.11530459800631816,ras-related protein rab-10,ras related protein rab 10
XP_027284484.1,ruvB-like 1 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,True,True,True,False,6.395388666237686,50213.402,1.3157894736842104,6.0,-3.5384742514893395,-65.96716322060925,62.4286889691199,-0.007576171465368635,-0.14124125375023963,0.13366508228487098,ruvb-like 1,ruvb like 1
XP_027282529.1,unconventional myosin-Ic isoform X5 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,10.078323475411647,119893.98880000069,1.3409961685823755,14.0,41.872218810961435,-122.95388840438521,164.82610721534664,0.05018507238660566,-0.1473638122127263,0.19754888459933193,unconventional myosin-ic isoform x5,unconventional myosin ic isoform x5
XP_027277744.1,COP9 signalosome complex subunit 2 isoform X3 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,6.691313665367173,50942.54980000004,1.141552511415525,5.0,-2.026432658591375,-63.97891356253044,61.95248090393906,-0.004297262760047162,-0.13567398922185359,0.1313767264618064,cop9 signalosome complex subunit 2 isoform x3,cop9 signalosome complex subunit 2 isoform x3
XP_027279503.1,26S proteasome non-ATPase regulatory subunit 5 isoform X1 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,4.6885267943316,55869.27020000015,1.3888888888888888,7.0,-13.801214116977606,-62.973328563482035,49.17211444650442,-0.027520024384311104,-0.125570657982646,0.09805063359833488,26s proteasome non-atpase regulatory subunit 5 isoform x1,26s proteasome non atpase regulatory subunit 5 isoform x1
XP_027248582.1,DNA replication licensing factor MCM3 [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,4.918293773953262,90874.56390000058,1.3630731102850062,11.0,-20.69118919795927,-137.9481394193298,117.25695022137054,-0.029831201452656844,-0.19888459274458178,0.16905339129192495,dna replication licensing factor mcm3,dna replication licensing factor mcm3
XP_027281457.1,galactokinase isoform X2 [Cricetulus griseus],False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,True,False,5.101001103308982,42054.3844000001,1.7857142857142856,7.0,-8.065064390996952,-44.97861852597863,36.91355413498167,-0.01943481922245716,-0.10838739501002298,0.08895257578756581,galactokinase isoform x2,galactokinase isoform x2
XP_027281146.1,COP9 signalosome complex subunit 1 isoform X8 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,6.781007101303834,58933.41960000017,2.091254752851711,11.0,-1.287620754935202,-67.98112437542561,66.69350362049039,-0.002477766594757074,-0.13081597077854812,0.128338204183791,cop9 signalosome complex subunit 1 isoform x8,cop9 signalosome complex subunit 1 isoform x8
