accession_0,name,std_hccf_feed,std_hccf_large,std_hccf_small,std_hccf_mab,std_hccf_lmw1,std_hccf_lmw2,native_hccf_feed,native_hccf_large,native_hccf_small,native_hccf_mab,native_hccf_lmw1,std_pafvin_feed,std_pafvin_large,std_pafvin_small,std_pafvin_mab,native_pafvin_feed,native_pafvin_large,native_pafvin_small,native_pafvin_mab,pI_mean,mass_mean,cysteine_cont_percent_mean,cysteine_num_mean,net_charge_mean,net_charge_neg_mean,net_charge_pos_mean,charge_dens_C_m2_mean,charge_dens_neg_C_m2_mean,charge_dens_pos_C_m2_mean,accession_1,accession_2,desc_lower,desc_lower_2,Biophorum DTR,Biophorum high-risk,Levy 2014 - Association,Zhang 2016 - Pro A,Levy 2016 - Coelution,Molden 2021 - 29 DS,Falkenberg 2019 - 6 DS,Kreimer 2017 - 1 DS
XP_027242349.1,galectin-3 [Cricetulus griseus],True,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False,True,False,False,9.19034495918278,27216.34260000002,0.3831417624521072,1.0,3.861058008792754,-15.005102254650607,18.86616026344337,0.0124355978931384,-0.0483280534918986,0.060763651385037,,,galectin-3,galectin 3,galectin 3 binding protein,,galectin 3 binding protein,,galectin 3 binding protein,galectin,,
XP_027279907.1,insulin-like growth factor-binding protein 4 [Cricetulus griseus],True,False,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,7.361387647847728,27725.550900000017,7.874015748031496,20.0,1.4548056908069116,-32.981325510664384,34.43613120147129,0.0046280536836908,-0.1049207780717257,0.1095488317554165,,,insulin-like growth factor-binding protein 4,insulin like growth factor binding protein 4,,,insulin,,,,,
XP_027253429.1,glypican-1 isoform X2 [Cricetulus griseus],False,True,True,False,False,False,True,True,True,True,False,False,True,False,False,False,True,True,False,7.186117256094618,61489.38540000015,3.405017921146954,19.0,0.983479653626622,-69.97310980285289,70.9565894564795,0.0018396934595424,-0.1308914444477437,0.1327311379072861,,,glypican-1 isoform x2,glypican 1 isoform x2,,,,,glypican 1,,,
XP_027253000.1,actin-related protein 2/3 complex subunit 2 [Cricetulus griseus],False,True,True,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,7.391911232724443,34346.62310000003,0.6666666666666667,2.0,1.7084526727132934,-43.98624884018076,45.69470151289405,0.0047118751645228,-0.1213131137905114,0.1260249889550342,,,actin-related protein 2/3 complex subunit 2,actin related protein 2/3 complex subunit 2,,,actin,,actin,,,
XP_027256703.1,peptidyl-prolyl cis-trans isomerase C isoform X2 [Cricetulus griseus],True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,8.431824004354118,22870.062400000003,0.9433962264150944,2.0,2.1308127988718724,-22.99495566999789,25.12576846886976,0.0077069152502181,-0.0831702224733323,0.0908771377235504,,,peptidyl-prolyl cis-trans isomerase c isoform x2,peptidyl prolyl cis trans isomerase c isoform x2,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,
XP_027273578.1,actin-related protein 3 [Cricetulus griseus],False,True,True,False,False,True,True,True,True,False,False,False,True,False,False,False,True,True,False,5.57863513381694,47356.58760000005,1.9138755980861244,8.0,-6.811334450592574,-57.98268797641927,51.171353525826696,-0.0151644079082545,-0.1290897016538327,0.1139252937455782,,,actin-related protein 3,actin related protein 3,,,actin,,actin,,,
XP_027251723.1,di-N-acetylchitobiase isoform X2 [Cricetulus griseus],False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,5.533466979489933,41738.99860000004,2.972972972972973,11.0,-4.616276946835712,-41.00259151613549,36.38631456929978,-0.011180057190925,-0.0993032531206247,0.0881231959296997,,,di-n-acetylchitobiase isoform x2,di n acetylchitobiase isoform x2,,,,,di n acetylchitobiase,,,
XP_027249796.1,ubiquitin carboxyl-terminal hydrolase isozyme L3 isoform X2 [Cricetulus griseus],True,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,True,True,False,4.509020065528525,21980.63870000001,1.5463917525773196,3.0,-12.06779971895727,-35.9800020108835,23.91220229192623,-0.0448175462096451,-0.1336229835015218,0.0888054372918766,,,ubiquitin carboxyl-terminal hydrolase isozyme l3 isoform x2,ubiquitin carboxyl terminal hydrolase isozyme l3 isoform x2,,,,,,ubiquitin,,ubiquitin
XP_027283961.1,peptidyl-prolyl cis-trans isomerase FKBP10 isoform X1 [Cricetulus griseus],False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,5.286340309797576,64717.75250000015,1.549053356282272,9.0,-13.718877314998124,-76.9862464760051,63.26736916100697,-0.0248017965511498,-0.1391802826494494,0.1143784860982995,,,peptidyl-prolyl cis-trans isomerase fkbp10 isoform x1,peptidyl prolyl cis trans isomerase fkbp10 isoform x1,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,
XP_027283783.1,granulins isoform X2 [Cricetulus griseus],True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,True,True,False,6.492966882882513,63924.15010000016,14.864864864864863,88.0,-8.31220506204211,-55.98360587724593,47.67140081520382,-0.0151514126550308,-0.1020464134644888,0.0868950008094579,,,granulins isoform x2,granulins isoform x2,granulins,,,,,,,
XP_027250756.1,ubiquitin-fold modifier 1 [Cricetulus griseus],False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,10.084330626226397,9117.465099999996,1.1764705882352942,1.0,3.084201051682011,-7.99660328230853,11.08080433399054,0.0205939724498113,-0.0533952958735039,0.0739892683233153,,,ubiquitin-fold modifier 1,ubiquitin fold modifier 1,,,,,,ubiquitin,,ubiquitin
XP_027280493.1,14-3-3 protein theta [Cricetulus griseus],True,True,True,False,True,False,True,True,True,True,False,False,True,True,False,True,True,True,False,4.120738416095069,27763.937400000013,2.0408163265306123,5.0,-13.905637065069651,-44.98303074392336,31.077393678853703,-0.0441960753559222,-0.1429688842872332,0.0987728089313109,,,14-3-3 protein theta,14 3 3 protein theta,,,,,,14 3 3 protein theta,,
XP_027264221.1,ubiquitin thioesterase OTUB1 isoform X2 [Cricetulus griseus],False,True,True,False,True,False,True,True,True,False,True,False,True,True,False,False,True,True,False,4.333490433827795,31283.684999999983,1.4760147601476017,4.0,-16.073083153097404,-46.98422755122,30.91114439812259,-0.0471774114576223,-0.1379072212897317,0.0907298098321093,,,ubiquitin thioesterase otub1 isoform x2,ubiquitin thioesterase otub1 isoform x2,,,,,,ubiquitin,,ubiquitin
XP_027264240.1,peptidyl-prolyl cis-trans isomerase FKBP2 isoform X3 [Cricetulus griseus],False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,10.188307167177532,15370.820399999997,2.142857142857143,3.0,6.611908534685752,-16.99082892004257,23.602737454728324,0.0311680040280032,-0.0800933983646175,0.1112614023926207,,,peptidyl-prolyl cis-trans isomerase fkbp2 isoform x3,peptidyl prolyl cis trans isomerase fkbp2 isoform x3,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,
NP_001233750.1,heat shock protein HSP 90-alpha [Cricetulus griseus],False,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,True,False,4.430257882596205,84847.95640000032,0.9549795361527968,7.0,-37.71946750597406,-151.9239343847881,114.20446687881406,-0.0569269804337407,-0.2292866631473515,0.1723596827136108,,,heat shock protein hsp 90-alpha,heat shock protein hsp 90 alpha,heat shock protein hsp 90 alpha,,heat shock protein,,,,,
XP_027273832.1,40S ribosomal protein S28 [Cricetulus griseus],True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,11.221031153240489,7840.941599999995,1.4492753623188406,1.0,4.825034980070238,-9.994579307738444,14.81961428780868,0.0356261183488188,-0.0737959552075542,0.1094220735563731,,,40s ribosomal protein s28,40s ribosomal protein s28,,,,,,40s ribosomal protein s28,,
XP_027249198.1,protein S100-A10 [Cricetulus griseus],False,True,True,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,6.782567656063573,11247.05889999999,2.061855670103093,2.0,-0.3909609478083874,-15.99451932261445,15.603558374806063,-0.0022696257604518,-0.0928521717684269,0.090582546007975,,,protein s100-a10,protein s100 a10,,protein s100,,,,protein s100 a10,,
XP_027283255.1,SPARC isoform X4 [Cricetulus griseus],False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,4.223266017093061,34776.97590000005,4.901960784313726,15.0,-24.011040173884904,-56.969244494694,32.958204320809095,-0.0656744762025023,-0.1558210416852578,0.0901465654827554,,,sparc isoform x4,sparc isoform x4,,,sparc,,sparc,,,
XP_027267262.1,peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 isoform X2 [Cricetulus griseus],False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,9.661864119820004,18358.201799999988,1.2121212121212122,2.0,3.877395591259561,-21.987953752006074,25.865349343265635,0.0162367911841108,-0.0920756743113832,0.1083124654954939,,,peptidyl-prolyl cis-trans isomerase nima-interacting 1 isoform x2,peptidyl prolyl cis trans isomerase nima interacting 1 isoform x2,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,
NP_001230972.1,40S ribosomal protein S2 [Cricetulus griseus],False,True,True,False,False,True,True,True,True,False,False,False,True,False,False,False,True,True,False,10.99130449177056,31126.74770000005,1.706484641638225,5.0,26.866964359114547,-22.99493432941425,49.86189868852879,0.0791242527859792,-0.0677209740690454,0.1468452268550246,,,40s ribosomal protein s2,40s ribosomal protein s2,,,,,,40s ribosomal protein s28,,
XP_027281031.1,nudC domain-containing protein 2 [Cricetulus griseus],False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,4.336384568590223,17717.704299999983,1.910828025477707,3.0,-5.908063757255799,-24.988047171168606,19.079983413912807,-0.025333025490116,-0.1071455661185121,0.081812540628396,,,nudc domain-containing protein 2,nudc domain containing protein 2,,,,,,nudc domain containing protein 2,,
XP_027251707.1,protein CYR61 isoform X2 [Cricetulus griseus],True,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,9.983873085823827,41440.22590000001,10.079575596816976,38.0,12.66133408306344,-39.98498263991455,52.64631672297799,0.0308114103761038,-0.0973036254250477,0.1281150358011515,,,protein cyr61 isoform x2,protein cyr61 isoform x2,,,,,,protein cyr61,,
XP_027250157.1,cystatin-B [Cricetulus griseus],True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,7.408800925982993,11188.60909999999,1.020408163265306,1.0,0.6103227168253554,-12.99350263140662,13.603825348231974,0.0035554042509568,-0.075692995225249,0.0792483994762059,,,cystatin-b,cystatin b,,,,,,cystatin,,
XP_027250245.1,peptidyl-prolyl cis-trans isomerase-like 1 isoform X2 [Cricetulus griseus],False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,9.5300963382469,16138.286799999987,1.3605442176870748,2.0,3.8672309579629554,-14.998188384602685,18.86541934256564,0.0176471811220739,-0.0684406361562346,0.0860878172783085,,,peptidyl-prolyl cis-trans isomerase-like 1 isoform x2,peptidyl prolyl cis trans isomerase like 1 isoform x2,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,
XP_027269854.1,actin-related protein 2/3 complex subunit 3 [Cricetulus griseus],False,True,True,False,False,True,True,True,True,False,False,False,True,False,False,False,True,True,False,9.437058164570358,20546.440599999987,2.247191011235955,4.0,4.082103900162087,-21.99558675181753,26.077690651979616,0.0158576870453816,-0.0854459219119864,0.101303608957368,,,actin-related protein 2/3 complex subunit 3,actin related protein 2/3 complex subunit 3,,,actin,,actin,,,
XP_027270017.1,60S acidic ribosomal protein P0 isoform X1 [Cricetulus griseus],False,True,True,False,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,6.140522550413753,34230.03690000011,0.946372239747634,3.0,-2.1213676473957825,-35.98441422882823,33.86304658143244,-0.0058639629262651,-0.0994694489756441,0.093605486049379,,,60s acidic ribosomal protein p0 isoform x1,60s acidic ribosomal protein p0 isoform x1,60s acidic ribosomal protein p0,,,,,,,
XP_027251270.1,glutathione S-transferase isoform X1 [Cricetulus griseus],False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,8.250751714113486,25694.34890000001,1.834862385321101,4.0,1.8687979477431889,-31.99424863368926,33.86304658143244,0.006254377969971,-0.107076382474613,0.113330760444584,,,glutathione s-transferase isoform x1,glutathione s transferase isoform x1,,glutathione s transferase,,,,glutathione s transferase,,
XP_027283365.1,S-phase kinase-associated protein 1 [Cricetulus griseus],False,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False,3.795955294830272,18657.793200000004,1.8404907975460123,3.0,-17.64001269519915,-38.97989128776426,21.33987859256511,-0.0730755730107062,-0.161478222321441,0.0884026493107347,,,s-phase kinase-associated protein 1,s phase kinase associated protein 1,,,,,,s phase kinase associated protein 1,,
XP_027269992.1,heat shock protein beta-8 [Cricetulus griseus],False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,False,4.476908393595813,21574.1093,1.530612244897959,3.0,-6.383888908891737,-26.9876442578237,20.60375534893197,-0.0240054724308662,-0.101482209269472,0.0774767368386058,,,heat shock protein beta-8,heat shock protein beta 8,,,heat shock protein,,,,,
XP_027250026.1,glutathione S-transferase theta-2 [Cricetulus griseus],False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,7.264438624995613,27776.06290000002,2.0491803278688523,5.0,0.9244929638375852,-28.988143275940452,29.91263623977804,0.0029374467676185,-0.0921057607747626,0.0950432075423811,,,glutathione s-transferase theta-2,glutathione s transferase theta 2,,glutathione s transferase,,,,glutathione s transferase,,
XP_027266985.1,E3 ubiquitin-protein ligase NEDD4 isoform X4 [Cricetulus griseus],False,True,False,False,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,4.775127120674685,97553.43790000066,1.0638297872340423,9.0,-28.85893086904126,-134.9519645712139,106.09303370217263,-0.0396855165982637,-0.1855799320585548,0.145894415460291,,,e3 ubiquitin-protein ligase nedd4 isoform x4,e3 ubiquitin protein ligase nedd4 isoform x4,,,,,,ubiquitin,,ubiquitin
XP_027277349.1,peptidyl-prolyl cis-trans isomerase FKBP1A isoform X2 [Cricetulus griseus],True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,8.512228968208122,11950.56899999999,0.9259259259259258,1.0,1.6089046032331145,-13.995147718824764,15.60405232205788,0.0089698412723431,-0.0780246717975642,0.0869945130699074,,,peptidyl-prolyl cis-trans isomerase fkbp1a isoform x2,peptidyl prolyl cis trans isomerase fkbp1a isoform x2,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,
XP_027288083.1,metalloproteinase inhibitor 1 [Cricetulus griseus],True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,10.062483151615425,22400.763,5.911330049261084,12.0,7.866357079087223,-12.999042263678415,20.86539934276564,0.0288477515199366,-0.0476704956881085,0.0765182472080451,,,metalloproteinase inhibitor 1,metalloproteinase inhibitor 1,metalloproteinase inhibitor 1,,metalloproteinase inhibitor 1,,metalloproteinase inhibitor 1,metalloproteinase inhibitor 1,,
XP_027268909.1,ubiquitin recognition factor in ER-associated degradation protein 1 isoform X1 [Cricetulus griseus],False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,6.705338707746635,34496.97140000001,1.6286644951140066,5.0,-0.8590575194955894,-41.98318414820987,41.124126628714286,-0.0023623728935261,-0.1154520319825418,0.1130896590890156,,,ubiquitin recognition factor in er-associated degradation protein 1 isoform x1,ubiquitin recognition factor in er associated degradation protein 1 isoform x1,,,,,,ubiquitin,,ubiquitin
XP_027255222.1,collagen alpha-1(XVI) chain isoform X5 [Cricetulus griseus],True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,8.974041199527345,154783.9631999997,1.9071837253655437,30.0,9.118878147625564,-146.9159557711464,156.034833918772,0.0092180195248261,-0.14851324108981,0.1577312606146361,,,collagen alpha-1(xvi) chain isoform x5,collagen alpha 1(xvi) chain isoform x5,,,,,,collagen alpha ,,
XP_027258725.1,40S ribosomal protein S12 isoform X2 [Cricetulus griseus],True,True,True,False,True,True,True,True,True,False,True,False,True,True,False,False,True,True,False,7.403268084035917,14514.793999999994,5.303030303030303,7.0,0.6119594142048695,-21.99004711954573,22.6020065337506,0.0029970608142876,-0.1076958814531222,0.1106929422674098,,,40s ribosomal protein s12 isoform x2,40s ribosomal protein s12 isoform x2,,,,,,40s ribosomal protein s12,,
XP_027277165.1,eukaryotic translation initiation factor 6 isoform X1 [Cricetulus griseus],False,True,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True,True,False,4.085007099811933,26584.80390000001,3.673469387755103,9.0,-13.8553246657801,-32.98386984393487,19.128545178154766,-0.0453288379543107,-0.1079094519491448,0.0625806139948341,,,eukaryotic translation initiation factor 6 isoform x1,eukaryotic translation initiation factor 6 isoform x1,,,,,,eukaryotic translation initiation factor 6,,
XP_027269013.1,stromal cell-derived factor 2-like protein 1 [Cricetulus griseus],False,True,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,True,False,7.259550626081916,23523.924699999992,1.818181818181818,4.0,1.49449648628601,-22.990543452053164,24.48503993833917,0.0053047944942398,-0.081606152602686,0.0869109470969259,,,stromal cell-derived factor 2-like protein 1,stromal cell derived factor 2 like protein 1,,,,,,stromal cell derived factor 2 like protein 1,,
XP_027282302.1,C-C motif chemokine 7 [Cricetulus griseus],True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,10.027546569748884,11019.96179999999,5.154639175257731,5.0,6.3423971170232,-9.99827239591964,16.340669512942842,0.0373233162383166,-0.0588371676488285,0.0961604838871452,,,c-c motif chemokine 7,c c motif chemokine 7,c c motif chemokine,,,,,c c motif chemokine,,
XP_027254719.1,40S ribosomal protein S20 isoform X2 [Cricetulus griseus],False,True,False,False,False,True,True,True,True,False,False,False,True,False,False,False,True,True,False,10.724374442896346,13372.561899999986,1.680672268907563,2.0,9.611946587171678,-14.990780867656644,24.60272745482832,0.0497181687168759,-0.0775403988793053,0.1272585675961813,,,40s ribosomal protein s20 isoform x2,40s ribosomal protein s20 isoform x2,,,,,,40s ribosomal protein s20,,
XP_027284895.1,actin-related protein 2/3 complex subunit 4 isoform X5 [Cricetulus griseus],False,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,True,True,False,9.25990460044568,19666.796800000004,1.1904761904761905,2.0,3.141729708005853,-23.98475968194163,27.126489389947483,0.0125658899290304,-0.095931183821929,0.1084970737509594,,,actin-related protein 2/3 complex subunit 4 isoform x5,actin related protein 2/3 complex subunit 4 isoform x5,,,actin,,actin,,,
XP_027266059.1,ubiquitin domain-containing protein UBFD1 isoform X5 [Cricetulus griseus],False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,9.995414223182916,36295.17930000001,1.1869436201780417,4.0,10.14391148322198,-42.97836633131094,53.12227781453291,0.0269661951403529,-0.1142520826626521,0.141218277803005,,,ubiquitin domain-containing protein ubfd1 isoform x5,ubiquitin domain containing protein ubfd1 isoform x5,,,,,,ubiquitin,,ubiquitin
XP_027269422.1,actin-related protein 2/3 complex subunit 1B [Cricetulus griseus],False,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,True,True,False,9.806450311668687,40978.26730000008,3.763440860215054,14.0,9.971424945492052,-36.98491056133567,46.95633550682771,0.0244475316420068,-0.0906780902596894,0.1151256219016963,,,actin-related protein 2/3 complex subunit 1b,actin related protein 2/3 complex subunit 1b,,,actin,,actin,,,
XP_027264258.1,"peroxiredoxin-5, mitochondrial [Cricetulus griseus]",False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,10.22280054919127,22559.757800000007,1.4084507042253522,3.0,6.353667509433516,-22.98637805755749,29.34004556699101,0.0231907635873978,-0.0838998355629868,0.1070905991503846,,,"peroxiredoxin-5, mitochondrial",peroxiredoxin 5 mitochondrial,,peroxiredoxin,,,,,,
XP_027252702.1,"60 kDa heat shock protein, mitochondrial [Cricetulus griseus]",False,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,5.554002330761175,60987.84950000007,0.5235602094240838,3.0,-3.367453468829969,-80.95952501029599,77.59207154146601,-0.0063336332178653,-0.1522717215409582,0.1459380883230928,,,"60 kda heat shock protein, mitochondrial",60 kda heat shock protein mitochondrial,,,heat shock protein,,,,,
XP_027264803.1,ribonuclease inhibitor isoform X2 [Cricetulus griseus],True,True,True,False,True,True,True,True,True,False,False,False,True,False,False,False,True,True,False,4.161047430610908,50021.28840000004,7.236842105263158,33.0,-19.10524645272949,-60.96846000858784,41.86321355585834,-0.0410106117942185,-0.1308726297402102,0.0898620179459917,,,ribonuclease inhibitor isoform x2,ribonuclease inhibitor isoform x2,,,,,,ribonuclease inhibitor,,
XP_027274819.1,ubiquitin-fold modifier-conjugating enzyme 1 isoform X1 [Cricetulus griseus],False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,7.479970946740408,19488.1818,1.7964071856287425,3.0,0.874242250637378,-24.990119198124617,25.864361448762,0.0035180156141306,-0.100562091884593,0.1040801074987236,,,ubiquitin-fold modifier-conjugating enzyme 1 isoform x1,ubiquitin fold modifier conjugating enzyme 1 isoform x1,,,,,,ubiquitin,,ubiquitin
XP_027281878.1,latent-transforming growth factor beta-binding protein 1 isoform X12 [Cricetulus griseus],False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,6.047780240112951,186439.39199999967,8.644859813084112,148.0,-26.04022171205276,-185.935035311349,159.89481359929624,-0.023252326462842,-0.1660286225573281,0.1427762960944861,,,latent-transforming growth factor beta-binding protein 1 isoform x12,latent transforming growth factor beta binding protein 1 isoform x12,,transforming growth factor,,,,,,
XP_027247061.1,dynactin subunit 6 [Cricetulus griseus],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6.699632157499838,20659.6732,3.1578947368421053,6.0,-0.8618551782125574,-21.98865154118596,21.1267963629734,-0.0033357911326859,-0.0851065825037244,0.0817707913710385,,,dynactin subunit 6,dynactin subunit 6,,,actin,,actin,,,
XP_027265588.1,drebrin isoform X4 [Cricetulus griseus],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3.939702902123817,76997.39780000053,1.841359773371105,13.0,-65.95642830494631,-134.9130377612258,68.95660945627951,-0.106198883380913,-0.2172284693392753,0.1110295859583622,,,drebrin isoform x4,drebrin isoform x4,,,,,,drebrin,,
XP_027279267.1,syndecan-4 [Cricetulus griseus],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3.8618664664050266,22209.8729,0.495049504950495,1.0,-17.379320309350447,-36.98259171093059,19.603271401580148,-0.0640986562197433,-0.1363997204723059,0.0723010642525625,,,syndecan-4,syndecan 4,,,,,syndecan 4,,,
XP_027248705.1,peptidyl-prolyl cis-trans isomerase D isoform X2 [Cricetulus griseus],False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True,False,False,7.261854734641959,40835.26110000003,1.891891891891892,7.0,0.9268657323376802,-51.97862524821488,52.90549098055256,0.0022777538406613,-0.1277364230445901,0.1300141768852515,,,peptidyl-prolyl cis-trans isomerase d isoform x2,peptidyl prolyl cis trans isomerase d isoform x2,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,
XP_027267713.1,E3 ubiquitin-protein ligase CBL isoform X2 [Cricetulus griseus],False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,6.676655015998135,100676.7727000006,2.190580503833516,20.0,-3.651233343005365,-106.95836716897335,103.30713382596798,-0.0049166231087654,-0.1440263960960494,0.1391097729872839,,,e3 ubiquitin-protein ligase cbl isoform x2,e3 ubiquitin protein ligase cbl isoform x2,,,,,,ubiquitin,,ubiquitin
NP_001231051.1,calreticulin precursor [Cricetulus griseus],False,True,False,False,False,False,True,True,True,True,False,False,True,False,False,False,True,True,False,3.711817333229708,48242.06730000008,0.7194244604316548,3.0,-54.3119257219301,-108.95476481434537,54.64283909241526,-0.1194331209456032,-0.2395939276816538,0.1201608067360504,,,calreticulin precursor,calreticulin precursor,calreticulin,,,,,,,
XP_027259718.1,myosin-9 isoform X2 [Cricetulus griseus],False,True,True,False,False,True,True,True,True,False,False,False,True,False,False,False,True,True,False,5.159480132797132,226673.7769000008,1.0714285714285714,21.0,-38.14382700488039,-376.7673686492685,338.62354164438807,-0.0298999362895277,-0.2953379669309207,0.265438030641393,,,myosin-9 isoform x2,myosin 9 isoform x2,myosin 9,,,,,,,
XP_027278539.1,small ubiquitin-related modifier 2 [Cricetulus griseus],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4.924625830097064,10847.037999999997,1.0526315789473684,1.0,-2.6500531439040427,-16.992224498402344,14.3421713544983,-0.0157601614368951,-0.1010546531426398,0.0852944917057447,,,small ubiquitin-related modifier 2,small ubiquitin related modifier 2,,,,,,ubiquitin,,ubiquitin
XP_027249196.1,protein S100-A11 [Cricetulus griseus],True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,7.106854484311782,11240.80979999999,3.0,3.0,0.086485265052734,-13.993301174734166,14.0797864397869,0.0005022545819052,-0.0812647059207635,0.0817669605026687,,,protein s100-a11,protein s100 a11,,protein s100,,,,protein s100 a11,,
XP_027249169.1,protein S100-A6 isoform X1 [Cricetulus griseus],True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,True,True,False,4.880652248760716,10050.499299999994,1.1235955056179776,1.0,-2.6523596091534967,-15.994047016299978,13.341687407146482,-0.0165966652130581,-0.1000798846488847,0.0834832194358265,,,protein s100-a6 isoform x1,protein s100 a6 isoform x1,protein s100 a6,protein s100,,,,protein s100 a6,,
XP_027288630.1,alpha-galactosidase A isoform X3 [Cricetulus griseus],True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,False,4.346108561892711,47872.25760000002,3.3175355450236967,14.0,-11.87007291031006,-49.99521743322799,38.12514452291793,-0.0262368061735262,-0.1105060465348598,0.0842692403613336,,,alpha-galactosidase a isoform x3,alpha galactosidase a isoform x3,,,,,alpha galactosidase a,,,
XP_027252795.1,small ubiquitin-related modifier 1 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,5.541994583436461,11611.944099999995,0.99009900990099,1.0,-3.1245598749710126,-19.989752243710747,16.865192368739734,-0.017756842662865,-0.1136015629927776,0.0958447203299126,,,small ubiquitin-related modifier 1 isoform x2,small ubiquitin related modifier 1 isoform x2,,,,,,ubiquitin,,ubiquitin
XP_027279145.1,ubiquitin-conjugating enzyme E2 variant 1 isoform X2 [Cricetulus griseus],False,False,False,False,True,True,True,True,True,False,True,False,True,False,False,False,True,False,False,8.426017316883886,16310.547299999986,1.3605442176870748,2.0,1.088207195631972,-17.991776218280833,19.079983413912807,0.0049307474277958,-0.0815220710411187,0.0864528184689145,,,ubiquitin-conjugating enzyme e2 variant 1 isoform x2,ubiquitin conjugating enzyme e2 variant 1 isoform x2,,,,,,ubiquitin,,ubiquitin
XP_027275689.1,proteasomal ubiquitin receptor ADRM1 isoform X2 [Cricetulus griseus],False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,4.4032559719923485,42108.802100000044,1.4742014742014742,6.0,-10.117594574290592,-41.98066115552304,31.863066581232445,-0.0243599018585997,-0.1010758810504498,0.07671597919185,,,proteasomal ubiquitin receptor adrm1 isoform x2,proteasomal ubiquitin receptor adrm1 isoform x2,,,,,,ubiquitin,,ubiquitin
